,lens1,lens2,lens1_n_cubes,lens2_n_cubes,lens1_perc_overlap,lens2_perc_overlap,eps,n_vertices,n_connected_components
0,Neighbour_1,Neighbour_2,1,1,0.2,0.2,0.9000000000000001,1,1
1,Neighbour_1,Neighbour_2,1,1,0.2,0.30000000000000004,0.9000000000000001,1,1
2,Neighbour_1,Neighbour_2,1,1,0.2,0.4000000000000001,0.9000000000000001,1,1
3,Neighbour_1,Neighbour_2,1,1,0.2,0.5000000000000001,0.9000000000000001,1,1
4,Neighbour_1,Neighbour_2,1,1,0.2,0.6000000000000001,0.9000000000000001,1,1
5,Neighbour_1,Neighbour_2,1,1,0.2,0.7000000000000002,0.9000000000000001,1,1
6,Neighbour_1,Neighbour_2,1,1,0.2,0.8000000000000003,0.9000000000000001,1,1
7,Neighbour_1,Neighbour_2,1,1,0.30000000000000004,0.2,0.9000000000000001,1,1
8,Neighbour_1,Neighbour_2,1,1,0.30000000000000004,0.30000000000000004,0.9000000000000001,1,1
9,Neighbour_1,Neighbour_2,1,1,0.30000000000000004,0.4000000000000001,0.9000000000000001,1,1
10,Neighbour_1,Neighbour_2,1,1,0.30000000000000004,0.5000000000000001,0.9000000000000001,1,1
11,Neighbour_1,Neighbour_2,1,1,0.30000000000000004,0.6000000000000001,0.9000000000000001,1,1
12,Neighbour_1,Neighbour_2,1,1,0.30000000000000004,0.7000000000000002,0.9000000000000001,1,1
13,Neighbour_1,Neighbour_2,1,1,0.30000000000000004,0.8000000000000003,0.9000000000000001,1,1
14,Neighbour_1,Neighbour_2,1,1,0.4000000000000001,0.2,0.9000000000000001,1,1
15,Neighbour_1,Neighbour_2,1,1,0.4000000000000001,0.30000000000000004,0.9000000000000001,1,1
16,Neighbour_1,Neighbour_2,1,1,0.4000000000000001,0.4000000000000001,0.9000000000000001,1,1
17,Neighbour_1,Neighbour_2,1,1,0.4000000000000001,0.5000000000000001,0.9000000000000001,1,1
18,Neighbour_1,Neighbour_2,1,1,0.4000000000000001,0.6000000000000001,0.9000000000000001,1,1
19,Neighbour_1,Neighbour_2,1,1,0.4000000000000001,0.7000000000000002,0.9000000000000001,1,1
20,Neighbour_1,Neighbour_2,1,1,0.4000000000000001,0.8000000000000003,0.9000000000000001,1,1
21,Neighbour_1,Neighbour_2,1,1,0.5000000000000001,0.2,0.9000000000000001,1,1
22,Neighbour_1,Neighbour_2,1,1,0.5000000000000001,0.30000000000000004,0.9000000000000001,1,1
23,Neighbour_1,Neighbour_2,1,1,0.5000000000000001,0.4000000000000001,0.9000000000000001,1,1
24,Neighbour_1,Neighbour_2,1,1,0.5000000000000001,0.5000000000000001,0.9000000000000001,1,1
25,Neighbour_1,Neighbour_2,1,1,0.5000000000000001,0.6000000000000001,0.9000000000000001,1,1
26,Neighbour_1,Neighbour_2,1,1,0.5000000000000001,0.7000000000000002,0.9000000000000001,1,1
27,Neighbour_1,Neighbour_2,1,1,0.5000000000000001,0.8000000000000003,0.9000000000000001,1,1
28,Neighbour_1,Neighbour_2,1,1,0.6000000000000001,0.2,0.9000000000000001,1,1
